startup_stage,industry,region,requested_amount,pre_money_valuation,team_size,founders_experience_years,annual_revenue,market_size_estimate,investment_amount,is_rejected
Seed,AI/SaaS,US,1751122.324052883,7854912.034858743,4,6,29110.65884144345,12639477.313809138,0.0,1
Series A,HealthTech,LATAM,1370829.3035784385,4282238.031931929,11,5,201298.6584486632,8378242.666110335,1092059.2550655324,0
Series B,E-commerce,US,24054979.010282423,177397366.86910567,14,10,253432.85331267607,69001281.79070666,0.0,1
Series B,AI/SaaS,US,15501600.895188753,74417459.760994,16,5,875803.4065632164,14873342.716065671,16531550.61775364,0
Pre-Seed,FinTech,US,666605.3042975204,4993964.706443038,2,3,0.0,1598896.9683475583,0.0,1
Series B,EdTech,US,2605291.435689088,17671266.876455866,15,14,1290862.7299641513,3385275.899028358,1398452.1081756686,0
Pre-Seed,E-commerce,US,921141.0123863216,6602475.487744864,5,5,0.0,8963855.894850438,725026.7573212978,0
Seed,E-commerce,US,1939837.7320617344,15117041.252901204,10,2,166060.83029693016,4718515.630871392,1055358.9167714145,0
Seed,E-commerce,US,2712688.7671441003,10460025.592960808,9,6,139858.71772550044,16718493.402121088,0.0,1
Series A,EdTech,LATAM,3695955.350157162,18660315.90490899,9,10,214915.5162239415,8555433.198346514,4158110.670507104,0
Series A,FinTech,US,5419131.324291744,35871041.00539541,6,2,338594.3221992609,2901600.9118496794,3952788.431631884,0
Series A,ClimateTech,Europe,3333144.606322056,25887712.90003642,12,4,1470350.673007062,5100565.594685646,3726057.4581155614,0
Seed,EdTech,US,3471046.532389956,19342428.97523014,8,8,931923.6901186496,6838233.483939129,3964812.937780199,0
Seed,E-commerce,Europe,2245838.3943504137,12160139.627437493,8,5,394844.7535545535,16472610.24552903,1751079.5234475082,0
Series A,AI/SaaS,LATAM,9508915.359400976,47994356.29961975,11,4,138816.55923836282,4089705.576981397,11387135.434998805,0
Idea,AI/SaaS,US,738118.9312869437,5718182.528351521,4,1,0.0,9688529.158075104,0.0,1
Pre-Seed,AI/SaaS,LATAM,970772.0802884522,7409177.222420382,11,5,0.0,3676210.491915156,865857.8948384759,0
Pre-Seed,EdTech,US,1010575.6471036202,4981749.053307517,3,5,0.0,9055327.950581867,0.0,1
Seed,EdTech,LATAM,5031257.170846236,30749391.96539602,9,8,273062.4251233809,5838198.926219318,3398585.0579757034,0
Seed,HealthTech,Europe,1956018.0226295127,9774121.371145569,10,13,191453.14439136203,3628945.963197961,2243528.226241336,0
Idea,AI/SaaS,Asia,164735.61050171984,840864.3005942262,6,2,0.0,13887637.323216869,0.0,1
Seed,E-commerce,US,1435504.977058766,11095940.655532405,4,13,526353.9503557609,7586331.752693348,988960.6845216292,0
Seed,EdTech,Asia,768558.358162022,5197037.55929514,8,4,279568.31679484365,29076680.29824093,385276.59070569015,0
Series A,ClimateTech,US,1003140.970647202,6616226.338272057,9,5,291012.1273507655,4988397.336487399,1165494.4116452865,0
Seed,FinTech,Europe,1445342.18504873,10253564.111022914,9,6,238167.58488782373,5398283.9505721135,1031196.0351584976,0
Pre-Seed,ClimateTech,US,1347810.3480057209,7864159.950871373,4,2,0.0,12105817.542593611,0.0,1
Pre-Seed,AI/SaaS,Europe,1866209.358340456,7591257.452847005,6,8,0.0,42842682.245300025,1610747.804672018,0
Seed,AI/SaaS,Europe,3125654.426029027,16189872.601044849,11,9,439655.6921774688,3440220.2979778475,1992211.44956082,0
Idea,HealthTech,US,123959.55054061384,931344.0556832064,2,6,0.0,6816575.558987156,0.0,1
Idea,HealthTech,Asia,583242.6560269839,2943322.4819749678,6,2,0.0,12519311.312479343,0.0,1
Pre-Seed,EdTech,US,1004514.5303794215,6439837.47770281,8,6,0.0,4041787.1501958338,996911.3001215572,0
Series A,AI/SaaS,US,6898602.763687374,40372653.26429083,13,6,2651998.6535256845,16404343.658684408,4018049.668216167,0
Seed,ClimateTech,Asia,1092366.5956097867,8254558.451732301,11,1,217541.9963912892,5117515.811419929,0.0,1
Seed,HealthTech,US,1727600.310658163,7221544.59100669,8,5,179229.35468130527,2407966.106915295,1157412.205766959,0
Seed,FinTech,Europe,4255548.761679462,30242884.95204513,7,7,2594164.317937462,5672607.0394288,3464428.3786153686,0
Series A,EdTech,LATAM,7029346.895083084,46488751.32337741,9,5,80413.7882063235,9932479.187172633,0.0,1
Pre-Seed,ClimateTech,Asia,1588694.416280144,8188364.537460327,7,4,0.0,9360026.757057153,0.0,1
Series B,ClimateTech,Asia,2094288.1686085716,9367099.442622691,12,7,2015323.5772300807,2246534.4835299104,1753168.097318755,0
Idea,EdTech,Europe,480321.0592518724,1681282.3813077898,5,6,0.0,2879731.9058950194,0.0,1
Series A,HealthTech,Europe,2364050.9223843063,14082595.12985906,10,13,275103.28423636145,6503385.124407923,2755411.295830888,0
Pre-Seed,EdTech,US,463206.6708319048,1760805.5155772555,6,5,0.0,8926650.708074745,460896.8237866306,0
Series A,FinTech,Europe,2462322.591040257,15816691.353702882,12,7,1773930.2113254694,25127337.100080404,1609210.422892033,0
Pre-Seed,AI/SaaS,US,281041.7836317034,1215853.942497632,8,10,0.0,3741757.6008456857,281806.9163470156,0
Pre-Seed,ClimateTech,US,590811.0767045919,2291831.245475784,9,5,0.0,8006891.192205611,349400.93189219094,0
Idea,EdTech,US,630274.8902644468,4667637.57736614,1,2,0.0,50199465.17195635,0.0,1
Idea,EdTech,US,358040.21018370934,2509808.283048761,4,6,0.0,18795938.70515357,285988.2703269352,0
Pre-Seed,HealthTech,Europe,1268412.8539345455,3935217.8290623087,5,4,0.0,3475291.749856742,0.0,1
Series A,AI/SaaS,Asia,5898181.910820954,17803803.545711603,12,8,159348.8941797862,3742539.2324075806,3801187.8790898873,0
Seed,E-commerce,Europe,10094971.709057624,45640593.79255198,10,6,1101349.3646461966,9234051.716276316,11558688.084053334,0
Idea,FinTech,Asia,1705402.9591542757,12246898.25118106,3,5,0.0,34383236.11077075,1782622.877469442,0
Idea,EdTech,Europe,1151232.568274964,6844406.584513526,9,6,0.0,11246241.469837302,0.0,1
Seed,ClimateTech,Europe,2080379.1845954685,14870598.137755103,9,7,434712.8518693359,10655730.98421774,2412997.653438046,0
Seed,ClimateTech,Asia,963586.0689674568,5956712.495109608,10,15,221723.15537564704,10155708.821157068,530898.4016922121,0
Series A,EdTech,Europe,2885325.762406673,21968441.28302936,10,12,1041699.0124407876,5312625.636358922,0.0,1
Pre-Seed,E-commerce,Europe,2072976.1331848465,7009634.424881028,3,5,0.0,5735497.231980672,0.0,1
Seed,FinTech,Asia,582883.892584475,2636943.8056598804,7,5,262941.70162064186,3155637.0225340994,486279.69151158415,0
Series B,ClimateTech,Europe,2287362.9372522533,16278017.287632093,15,7,1795725.2284640754,3687353.636526851,1484266.1960088338,0
Idea,AI/SaaS,Europe,531700.6631406806,3981800.5206143768,7,1,0.0,11416046.03128445,0.0,1
Seed,HealthTech,US,2521235.331441318,7892779.225311237,9,6,179177.38758044058,11892840.36732652,2180160.578192943,0
Seed,EdTech,US,740016.5671181682,4709364.352125236,10,12,719714.7459722572,16360434.169206848,0.0,1
Seed,EdTech,US,2737949.5094004595,21653923.40711567,6,7,734367.5277534903,15171472.021755042,3058424.3872367577,0
Idea,HealthTech,US,625626.9134218649,4049453.819231637,5,2,0.0,18780688.459511187,543139.2849528024,0
Seed,FinTech,Asia,662621.5972370887,3093023.727198742,8,3,553343.0253216274,2727722.764471125,560236.384696909,0
Seed,ClimateTech,US,2022741.1483605315,13374972.820727974,7,9,734251.2710445398,11341499.055374278,2031498.5057751804,0
Series A,FinTech,US,8045891.3966312995,31264071.209419318,12,8,242888.28276914931,16929567.845460307,8949367.703971844,0
Seed,FinTech,Asia,695104.5912214181,3033059.3177254386,7,2,279570.1751670041,4907763.697713618,726181.1706471737,0
Pre-Seed,EdTech,US,1620649.8461248693,11429841.976928951,7,8,0.0,40145611.49344647,830037.1700461558,0
Pre-Seed,AI/SaaS,Europe,570109.5794586734,4080626.3661964806,7,6,0.0,3024750.0204429706,573728.5726890197,0
Series A,HealthTech,US,11136315.454215506,76344275.16451295,8,6,113071.01737373558,11357860.51172236,8932928.530086312,0
Series A,ClimateTech,US,8046468.754888246,62184527.38878068,11,10,1852275.980379152,20335095.77471149,6089707.071798382,0
Pre-Seed,ClimateTech,Europe,757649.1771534004,4684103.672381823,3,3,0.0,13111549.74299174,634211.2209208662,0
Seed,E-commerce,LATAM,950189.5571723388,4377296.740035668,9,7,600081.8251933845,2741825.9147185064,660343.8819644843,0
Series A,E-commerce,Europe,1193028.362093926,6676941.257142562,12,5,1955410.3374786072,11044988.108935349,735594.4001544729,0
Pre-Seed,ClimateTech,Asia,901816.32123834,4479174.719476747,7,5,0.0,3837580.266125744,936850.6425247296,0
Pre-Seed,E-commerce,Asia,932261.7593000684,2833307.439253284,6,5,0.0,8709616.54064379,830613.9561796815,0
Idea,ClimateTech,Asia,406846.87075126194,1738733.8993720198,1,3,0.0,2512803.3778943303,0.0,1
Seed,E-commerce,LATAM,17584687.12962482,122048784.05643477,4,4,599351.7128601447,9904828.556792837,12307545.048086764,0
Pre-Seed,ClimateTech,Asia,770790.8003532286,3565800.365288178,5,2,0.0,7157341.527922408,403057.2609569677,0
Idea,HealthTech,Europe,198853.91993381316,1443821.498622005,4,4,0.0,7478728.17997789,0.0,1
Idea,EdTech,LATAM,470907.6779529214,2701326.9713481907,1,5,0.0,3387427.618427725,0.0,1
Pre-Seed,HealthTech,US,965938.9456911586,5138622.686418424,3,5,0.0,6546050.683828345,0.0,1
Series A,AI/SaaS,US,7552501.476992204,40490189.31461587,9,9,211016.03061504956,7792974.216720993,8841323.307347195,0
Seed,FinTech,US,849528.4467349879,3018118.1665377724,10,8,395715.8982865945,12682665.47410119,428840.8183948653,0
Series A,EdTech,US,3437402.1481668227,15635715.104609752,10,5,1079594.4058042644,7029790.243880255,0.0,1
Pre-Seed,ClimateTech,US,2574533.494084971,8336142.059702168,5,5,0.0,7596451.16939632,2832112.579215348,0
Seed,EdTech,US,1507638.7066011813,9279350.818784188,6,6,102158.39768040038,14816490.69607299,925424.7047837052,0
Idea,EdTech,LATAM,1152574.8932999386,5098261.122806336,7,5,0.0,32675409.781191885,0.0,1
Series A,ClimateTech,US,2702843.084847677,10869017.28219549,14,10,211045.796557654,19903710.255605355,2856362.634607268,0
Series A,E-commerce,Asia,2039427.548996874,6753317.664951388,11,7,1266782.3077707323,1700082.1727215855,1845084.4994864296,0
Seed,EdTech,US,2854997.551241402,13418657.180654988,2,7,347623.36759293656,65116653.12329852,0.0,1
Seed,ClimateTech,US,1324358.8786573517,9051104.716259709,10,7,544413.1013251047,4794081.886496588,1566323.0058429393,0
Pre-Seed,ClimateTech,US,678755.8385123715,4856581.972757852,8,4,0.0,30225025.06848749,0.0,1
Pre-Seed,FinTech,Asia,1896415.158373979,10527060.675867584,9,8,0.0,43797849.344043545,1580297.6389749604,0
Series A,ClimateTech,Europe,10404673.27609144,45453478.93937587,10,4,335056.3672053581,11464124.465256471,10633066.324564,0
Idea,AI/SaaS,US,1784383.1828584382,11644914.557613214,3,2,0.0,4408316.635929425,0.0,1
Series A,AI/SaaS,US,2905289.092800131,10402242.686695946,10,10,1179006.585071402,8903929.455272352,0.0,1
Seed,AI/SaaS,Europe,783914.2068442414,4381025.837321912,9,5,212776.0695747692,6389607.994553394,681719.2983583373,0
Seed,E-commerce,Asia,3237505.0886713834,10190125.925003204,7,16,137804.5156485261,15533911.937749617,2555475.4730883925,0
Seed,EdTech,US,3775612.863018598,23487972.94845004,6,5,430599.2389238624,17642335.96353795,4525241.517571881,0
Idea,AI/SaaS,US,259579.64306474084,1968099.4159464384,5,6,0.0,57337403.99442241,284385.09573419386,0
Pre-Seed,E-commerce,US,977937.1403840056,7819145.211406832,7,5,0.0,10585261.15299855,490134.9358975264,0
Series B,FinTech,US,20336975.245010726,63524063.12575877,12,8,285128.1849161745,16175986.1898328,22213512.6526923,0
Pre-Seed,AI/SaaS,Europe,894170.045228624,2905410.7727632355,7,5,0.0,19714017.493166123,0.0,1
Pre-Seed,FinTech,US,1742279.0711441373,11545828.910757208,4,2,0.0,3779516.8714730535,0.0,1
Seed,FinTech,Asia,4057367.032400877,28885021.115896903,9,3,211820.38469626903,13884875.757077703,3432376.3380659027,0
Seed,E-commerce,Europe,2309878.3469267744,7504776.954490972,9,4,443624.9327170163,30674169.914818835,0.0,1
Series A,E-commerce,US,6181158.993488178,23390312.19038908,7,9,473637.947230355,4070561.730578364,5591442.70446182,0
Pre-Seed,ClimateTech,US,1599214.7855806004,5888005.827423301,4,5,0.0,1704506.496208975,1854294.8103052508,0
Series B,ClimateTech,US,6495382.110761879,24225771.210132632,13,11,484256.6960022387,13642069.503123876,6884254.354648245,0
Idea,AI/SaaS,Europe,178539.02242447715,1048360.5734882893,1,3,0.0,6302263.840740602,137689.18139692684,0
Seed,EdTech,US,1983668.7668023596,12575553.487062717,13,7,194711.97857797652,8850051.009973764,1922556.8301619643,0
Series A,FinTech,LATAM,5141381.274448806,17644761.906943705,7,5,359112.80607788067,31502365.000849955,0.0,1
Series A,HealthTech,Europe,1713019.2231358332,7775834.10416439,12,4,2306161.806620213,9677856.96399173,962654.9697273584,0
Seed,ClimateTech,Europe,3176505.671751593,10634844.66837381,8,4,83785.87874623128,11789087.112928672,0.0,1
Seed,ClimateTech,Europe,3240491.8239580365,12664921.327917997,8,7,628564.7639059743,3228362.5492021674,3673022.669560625,0
Seed,EdTech,Europe,9702481.204651024,59335780.18528552,11,4,193453.121530891,13374220.497430649,0.0,1
Seed,E-commerce,Europe,2325395.428387982,13179799.598330429,11,8,394495.8519449405,12306726.93161766,1197425.6896742708,0
Pre-Seed,AI/SaaS,Asia,1561452.4303058311,9293238.285579748,6,7,0.0,5228916.765597125,1109225.2935490494,0
Pre-Seed,ClimateTech,US,699028.1415487877,3731259.0860699927,5,2,0.0,23929731.06797569,0.0,1
Series A,FinTech,Europe,3294897.3439167785,13965922.18489456,10,9,99004.81545075434,20968793.83059698,3638924.893959679,0
Idea,ClimateTech,US,564772.5321811707,3856061.850622928,6,3,0.0,42692696.073031865,299530.8878897086,0
Seed,ClimateTech,Europe,5084295.587958274,38342812.67623133,8,6,132196.59153396502,10644890.68638419,0.0,1
Seed,HealthTech,US,1158595.625064353,4351310.126955945,9,7,151957.4760113187,6580442.0365328295,1315147.0401534026,0
Series B,HealthTech,Europe,13968533.8212303,51908636.23157928,13,9,1569187.6912838717,5002589.655264304,16345989.494756084,0
Seed,EdTech,Europe,1057758.4074000882,5273362.556542343,9,9,452734.26025011047,6705487.291628144,1250956.0811927037,0
Seed,E-commerce,US,382279.2678022619,2378110.2630225164,6,9,499033.3969818766,14201583.133702395,391466.7587346378,0
Idea,FinTech,Asia,450364.56874721777,3220832.18467876,5,4,0.0,12324298.365170196,0.0,1
Seed,AI/SaaS,Europe,2893447.573878288,19158775.682126347,9,11,66940.2922063397,3279669.129353048,2496905.051266216,0
Series A,ClimateTech,US,3749948.703763725,21512069.681890417,11,7,101298.76064987862,20321886.247238453,4327399.462397506,0
Pre-Seed,EdTech,Asia,1176367.3732632296,6198049.109183347,6,5,0.0,4017210.8886902537,838552.5384402764,0
Series A,ClimateTech,Europe,3147986.16449035,10067852.63385899,9,10,367021.598395166,6252653.463733262,1673292.223864527,0
Series A,E-commerce,US,1748476.0803975123,10526946.95725778,13,9,337885.5885265138,7580237.636169514,1181057.2576836837,0
Pre-Seed,EdTech,US,168589.73510203554,1179736.715461607,6,3,0.0,11865002.430140818,157678.99654677697,0
Seed,ClimateTech,US,2316214.5302742133,16981553.725151274,12,4,287703.7955140608,5501285.403695145,0.0,1
Series A,ClimateTech,Asia,7528839.53020412,40213016.77338464,13,2,1583462.956059449,7283517.48008888,6219273.069000689,0
Idea,AI/SaaS,US,947617.4652584776,4515188.432102796,7,3,0.0,6524628.941718982,0.0,1
Series A,E-commerce,Europe,5665254.216792845,42483473.950254455,9,4,594664.183839317,15398789.299390135,2875645.048706993,0
Series B,E-commerce,US,18182870.82247322,71136349.82877544,15,11,1492637.8512989536,28762198.7043028,20252951.56477158,0
Idea,ClimateTech,US,265036.2299959063,1165415.0272617622,5,8,0.0,5090347.430869303,225011.029193962,0
Seed,EdTech,US,876038.8854201171,4613037.713684318,13,7,252651.41569284123,17370414.817152057,532314.0124883284,0
Seed,AI/SaaS,Europe,1745924.876941443,8792719.69982241,4,4,907526.2759485948,12337698.404301014,0.0,1
Series A,HealthTech,US,3448889.2977434387,12439613.6268508,13,9,226679.2931406083,13031968.68474798,2108228.563133917,0
Seed,E-commerce,Europe,979247.8743387904,4820705.597960636,9,10,48197.70410101189,15393254.168224396,0.0,1
Pre-Seed,FinTech,US,3608094.253090059,14104680.366610952,7,5,0.0,17303108.66201344,2626613.1735143,0
Pre-Seed,EdTech,Europe,5141404.533902647,21231146.253458187,9,1,0.0,3361631.766302436,0.0,1
Series B,FinTech,US,16330966.490554992,65908401.91321039,10,6,5131685.118305845,3071703.776515061,12269735.483121317,0
Seed,AI/SaaS,Europe,3123523.291599532,10187195.281630425,9,13,459329.4964179902,9324663.759097328,2561707.442540972,0
Pre-Seed,EdTech,Asia,1253953.0016510305,5778583.048742598,5,6,0.0,27647426.344056487,1435583.107043712,0
Series B,HealthTech,LATAM,12960068.34216615,72926749.72224866,13,8,405191.5781601584,28669660.90299696,8719833.181590563,0
Idea,FinTech,Europe,257671.3075101832,1006119.7852933588,5,1,0.0,6672176.807365734,0.0,1
Pre-Seed,FinTech,Europe,1840921.9104815316,9663997.523233874,3,4,0.0,24841321.14885873,1144822.103571843,0
Pre-Seed,E-commerce,Europe,915886.5924224168,4587392.034004082,7,10,0.0,7586776.216595693,858588.5671914032,0
Pre-Seed,AI/SaaS,US,623131.5764202229,1900880.9519306812,9,6,0.0,11632056.467047896,515267.95107623946,0
Pre-Seed,EdTech,Europe,929787.4311847468,4470265.269919278,8,6,0.0,22296710.730398856,0.0,1
Series A,EdTech,US,6096897.336294333,39546856.77321994,11,3,363404.0692239632,2774850.4903783784,0.0,1
Series A,FinTech,US,4013708.7850665143,25844954.373548377,9,6,322159.08860304166,4134729.735553632,2128250.188706738,0
Series A,FinTech,US,2025981.9008116988,15564804.71866867,12,7,631817.9831617691,9348150.551347226,2417377.470193602,0
Series A,FinTech,LATAM,3030670.933578442,23196895.977744475,9,9,1285842.9915842486,21039305.046940576,0.0,1
Seed,HealthTech,Asia,3532399.3732300964,13659870.287523316,11,5,1155194.775528261,3474681.162759044,2718875.2358164205,0
Pre-Seed,FinTech,US,960137.2647221098,4357332.417113255,7,3,0.0,10519971.040691797,0.0,1
Seed,HealthTech,Europe,756408.3455592088,2926845.251166138,9,11,119442.71224638436,7132757.105887313,789287.8863696809,0
Pre-Seed,HealthTech,Asia,570678.0653414346,3158922.850187638,7,6,0.0,3129796.798245783,0.0,1
Series A,ClimateTech,US,3900823.802308477,30137908.300298706,9,9,394388.4606109761,3572045.3723425018,0.0,1
Idea,E-commerce,US,1709569.4162462077,7665734.233146351,5,3,0.0,10093477.043544613,0.0,1
Seed,FinTech,Asia,16440350.611785982,123579888.637035,9,8,1062582.2188590998,10657186.873929992,17051549.730522603,0
Seed,FinTech,LATAM,3446237.687442693,13991797.539756157,8,6,64529.64383279504,37153647.6722539,3109970.258270247,0
Pre-Seed,HealthTech,US,2893980.232850584,18708548.97862801,4,8,0.0,22144705.518671166,0.0,1
Seed,ClimateTech,Europe,4001228.456314521,13984104.13046698,9,4,200396.17608931495,25579818.047167365,0.0,1
Series A,AI/SaaS,Europe,602779.8701821613,3928586.871337221,8,3,478642.6055351697,10604532.503502924,0.0,1
Pre-Seed,EdTech,US,878639.0674210605,6204609.850889673,7,2,0.0,87595300.99386968,498014.4460058655,0
Seed,AI/SaaS,Europe,2943636.689281326,20502598.027195543,9,7,94876.66260122025,11885603.830924911,0.0,1
Series A,AI/SaaS,US,30968568.33534579,101034164.69144636,13,9,113128.61989061258,35511047.06342562,0.0,1
Pre-Seed,FinTech,Europe,625935.3582165148,4825400.326732765,8,6,0.0,4057092.48459564,0.0,1
Idea,AI/SaaS,Asia,543986.194108383,2033725.0859974043,5,7,0.0,4893990.019520801,437154.1680936648,0
Pre-Seed,E-commerce,Europe,319937.4566567224,1944175.73736006,5,6,0.0,4843685.0411472535,0.0,1
Seed,E-commerce,US,4211869.8423528345,32966766.915123835,9,8,539129.7022387086,3257367.791940133,4652640.317997558,0
Series A,FinTech,US,3057645.7208450525,19279073.560506217,11,10,1280973.4693880926,6527778.8651998015,3093464.092935744,0
Pre-Seed,EdTech,Europe,469458.32514764153,3262624.188164769,6,6,0.0,4079979.771416263,0.0,1
Series B,AI/SaaS,US,13664729.596406164,41517427.03604889,13,11,2163672.275993961,55095872.2358827,0.0,1
Seed,E-commerce,Europe,1888961.894220212,7837376.952515364,9,4,2448998.8030858296,5392374.829914831,1954542.3388784623,0
Idea,EdTech,US,1299339.9563355653,3994031.951751393,7,5,0.0,13730453.42726734,0.0,1
Seed,FinTech,US,3333393.5523839537,16322747.488884851,12,8,28640.613923321,6439014.850686371,0.0,1
Series A,HealthTech,Asia,2355702.6513622697,8140516.052218342,14,8,1443975.342743168,3263521.562754449,1587267.9789691004,0
Idea,AI/SaaS,US,852864.5680185779,6253572.062010092,3,3,0.0,4731663.927528623,0.0,1
Seed,FinTech,Europe,1629686.5450256409,11647872.77879526,10,5,117306.47946289156,8424799.251929242,0.0,1
Pre-Seed,AI/SaaS,Asia,1247287.1720302615,6961041.14240112,6,5,0.0,9373557.43840255,1079049.5541540366,0
Series A,AI/SaaS,Asia,4206493.707797971,19134867.50497041,10,5,447647.8451767009,4539608.402277725,3122037.0928507466,0
Idea,EdTech,Europe,545375.420880398,2311448.371395103,3,8,0.0,25263456.342787195,0.0,1
Seed,FinTech,US,2915396.425294628,17263973.787573446,8,5,507422.7625490275,6186397.942263936,3036125.582795383,0
Seed,ClimateTech,Asia,767485.51244115,3662164.7845922015,8,2,112344.13917376328,10069167.592369683,0.0,1
Series A,AI/SaaS,US,2350847.511901701,17138176.940770492,11,11,230976.3529833033,3911190.9586131065,2631755.0391425784,0
Idea,E-commerce,Europe,858048.7639807212,5833607.574096643,6,3,0.0,9936353.106154555,0.0,1
Series A,FinTech,US,2266212.6525511667,16382668.603826048,8,5,1249352.5500704856,49928499.80502481,2445224.435929804,0
Seed,AI/SaaS,US,5717170.162345748,35144693.245762266,6,7,695526.6014449522,17912548.224026058,3180060.4898715443,0
Idea,AI/SaaS,LATAM,782075.1272665967,3123424.160920157,3,2,0.0,4420823.051127775,0.0,1
Seed,EdTech,Asia,1223211.135708714,4180709.7727411706,10,7,688064.724194802,3579018.421172217,0.0,1
Series B,FinTech,US,3437629.872343681,11424994.488852875,12,13,395156.5492448571,10044891.869176384,3945309.628072095,0
Seed,HealthTech,US,2150425.301432442,10250037.83113378,10,3,206968.6372981852,1861899.131439553,1096165.6477249195,0
Seed,EdTech,LATAM,1558781.5145801618,8899041.823355732,9,7,553441.8749933618,9711291.486424137,1219810.8421444085,0
Series B,E-commerce,US,4170002.56757561,26966789.40813301,11,2,128105.78586369938,57404868.9962701,0.0,1
Series A,FinTech,US,7985681.23634163,52097134.33242015,9,11,3428953.925358263,4209016.784596398,0.0,1
Pre-Seed,AI/SaaS,Europe,791998.8630906808,4782640.864399233,7,2,0.0,9481200.737042395,946412.512966449,0
Seed,E-commerce,US,1144888.9118374651,7615540.938267573,7,14,108541.55897565122,7064196.975818156,1349947.099803762,0
Idea,AI/SaaS,US,176977.4502635883,564679.5372984553,5,4,0.0,4114991.99087842,0.0,1
Pre-Seed,ClimateTech,LATAM,973123.1738169374,5002747.83656535,7,4,0.0,11044755.164247088,1040192.2589113796,0
Idea,FinTech,US,1071934.679069189,7016341.36705994,9,1,0.0,8041655.968061463,0.0,1
Seed,EdTech,US,2859758.894533686,14031909.29848969,12,5,843611.8697342523,12362148.505112745,0.0,1
Seed,HealthTech,Europe,6153966.560512052,20475068.424001902,4,13,63177.30827350659,10489188.945770863,3991145.029062898,0
Seed,EdTech,US,12915547.444011044,87906022.42836231,10,6,226435.6492651512,5183974.887195319,10775782.431925168,0
Seed,E-commerce,Asia,1325772.9030944493,6374376.232163287,7,12,181809.32233291384,7509290.837273918,1192877.8625622855,0
Seed,ClimateTech,US,1908962.6665160349,14368457.770132432,8,10,160391.6241202014,7380288.973167192,1300298.4542495722,0
Pre-Seed,EdTech,Europe,1248298.5668742205,5457979.939669304,6,5,0.0,7619452.899492988,1278346.302374122,0
Seed,ClimateTech,Europe,5519959.959356669,27294940.416881185,8,5,104507.33587542849,9352230.976065565,3913397.212167845,0
Series A,FinTech,US,9579312.349818531,29194441.37904656,10,5,264396.55329600984,8035464.295785409,9083239.144066509,0
Pre-Seed,AI/SaaS,US,2000254.640848972,7080483.137909083,5,8,0.0,14967299.5969699,0.0,1
Pre-Seed,E-commerce,Europe,194809.87689310676,685248.8376316583,7,7,0.0,12350451.40708841,186647.62123317932,0
Seed,E-commerce,Europe,4194016.733572248,14242757.451181265,8,2,6232162.768781127,7617134.401078626,4489955.486520285,0
Pre-Seed,EdTech,US,854583.2239426775,6168865.948051824,8,7,0.0,11606409.042359805,0.0,1
Seed,ClimateTech,US,386625.3160728659,2227929.6325052986,7,8,326718.2564881923,4470389.979866126,430091.3297021269,0
Series B,EdTech,Europe,3591463.255747562,26149597.00911944,12,6,8794784.720110597,16628540.26613611,2604634.653049562,0
Series A,HealthTech,Europe,1340649.4118768924,6329264.6869068965,8,5,239082.0253106884,8380507.003543733,714912.3083017129,0
Series A,ClimateTech,Europe,10085989.704039732,37252947.59525295,10,11,289973.0919931124,9898554.819529472,8130221.935002142,0
Series A,HealthTech,US,15038470.960643526,73584448.12922497,10,6,495277.0006011902,6031211.886211014,12280062.319039354,0
Seed,E-commerce,Asia,2652709.4168670825,14029482.423633335,8,4,27064.17729074445,6242729.041648602,0.0,1
Series A,E-commerce,LATAM,1649476.0063881902,7273102.316347769,9,11,13964638.137957992,4721227.012861433,1206066.2843172215,0
Pre-Seed,E-commerce,US,649914.8592998905,2100853.2399914213,6,4,0.0,22059664.50360752,0.0,1
Seed,EdTech,US,1966341.597577931,7141322.207779197,10,8,186878.5957767659,7660241.317437597,1143113.8875980044,0
Seed,FinTech,US,1866311.6929081108,12647662.48535498,10,5,168614.23875632227,20601850.907275155,1042530.7885657896,0
Pre-Seed,HealthTech,US,1111140.1090294744,7254690.579624106,3,7,0.0,3271802.1202058247,883819.2750897664,0
Seed,HealthTech,US,3490211.5484577743,14447917.731781453,10,6,459849.9066831293,4540408.101957431,3286818.6356451497,0
Seed,AI/SaaS,US,1671560.6334531333,5176076.809239583,7,14,703654.5950115983,17916245.351051487,1376890.825614178,0
Series A,HealthTech,Europe,2988046.288889539,23024929.168932736,10,10,102953.60390402774,16051614.081687242,2204952.259723376,0
Pre-Seed,FinTech,US,1658277.1793759193,9653143.949875427,8,4,0.0,6020669.844190251,0.0,1
Pre-Seed,ClimateTech,Europe,428794.73994424887,1842743.9402063284,3,3,0.0,5879343.712845155,0.0,1
Seed,HealthTech,Europe,1913456.2476081536,10869226.653734174,4,9,65412.236098738365,8083120.898495173,1385632.8263714293,0
Series A,HealthTech,Europe,2627849.223478471,19351563.05684186,11,3,720394.5448647358,11518397.119252594,0.0,1
Idea,ClimateTech,Europe,340105.76200035267,1289250.6894399612,6,3,0.0,4664846.796872464,241182.5372211955,0
Idea,EdTech,LATAM,439698.6734025095,2974204.462987644,3,5,0.0,6742810.767520658,394401.3157413044,0
Idea,EdTech,Europe,392410.6347728534,2244429.29370296,2,1,0.0,1827672.157310902,0.0,1
Idea,ClimateTech,US,650282.469795694,4123681.356739552,1,5,0.0,5811218.33530111,435280.1766118828,0
